student_id,sleep_hours,sleep_quality
10358,6.5,poor
10359,6.7,average
10360,5.1,poor
10361,8,good
10362,9.5,poor
10363,7.2,good
10364,5.4,poor
10365,6.8,average
10366,6.8,good
10367,5.4,average
10368,7.3,average
10369,7.7,average
10370,5.5,poor
10371,6.7,poor
10372,7.9,poor
10373,9.4,average
10374,4.5,good
10375,9.4,average
10376,4.8,average
10377,7,poor
10378,9.3,poor
10379,9.5,average
10380,8.7,poor
10381,4.6,poor
10382,5.9,average
10383,5.2,good
10384,7.1,good
10385,6.3,poor
10386,9.5,good
10387,5.4,poor
10388,9.1,average
10389,6.1,poor
10390,9.2,poor
10391,5.5,average
10392,6.5,poor
10393,6.3,good
10394,8.6,poor
10395,7.7,average
10396,9.7,poor
10397,5,average
10398,9.9,good
10399,4.5,good
10400,7.2,good
10401,5.2,poor
10402,6.9,average
10403,8.6,poor
10404,6.9,poor
10405,9.1,average
10406,8.2,average
10407,7.1,average
10408,9.7,poor
10409,8.9,good
10410,9.7,good
10411,7.2,average
10412,9.6,average
10413,4.9,average
10414,9.6,good
10415,7.1,average
10416,4.1,poor
10417,8.9,average
10418,9.4,poor
10419,7.4,good
10420,6.7,average
10421,9.3,average
10422,4.3,good
10423,9.1,poor
10424,8.2,average
10425,7.6,average
10426,7.5,average
10427,5.7,average
10428,5.2,good
10429,7.5,poor
10430,6.1,poor
10431,5.5,poor
10432,7.4,poor
10433,7.3,good
10434,6,poor
10435,7.8,poor
10436,4.3,good
10437,9.5,average
10438,4.8,good
10439,9.3,good
10440,6.7,poor
10441,8.6,poor
10442,7.8,poor
10443,7.2,poor
10444,9.2,good
10445,5,average
10446,9.9,good
10447,8.9,average
10448,9.6,average
10449,9.8,poor
10450,5.2,average
10451,9.8,poor
10452,7.4,good
10453,7.6,average
10454,5.7,poor
10455,5.1,average
10456,5,poor
10457,4.2,poor
10458,6.2,average
10459,8.9,good
10460,8.4,average
10461,4.2,good
10462,8.9,poor
10463,7.3,poor
10464,5.8,good
10465,7,average
10466,4.1,poor
10467,6.7,poor
10468,5.7,average
10469,7.7,average
10470,8.8,poor
10471,7.2,poor
10472,7.7,good
10473,9.9,average
10474,8.4,average
10475,5.2,average
10476,9.8,good
10477,5.5,poor
10478,6.9,good
10479,9,good
10480,7.1,good
10481,8.8,good
10482,7.7,poor
10483,8.7,good
10484,6.1,good
10485,9.9,poor
10486,6.8,average
10487,7.1,poor
10488,6.8,poor
10489,4.7,poor
10490,4.7,average
10491,4.3,average
10492,8.6,good
10493,5,average
10494,8.7,average
10495,9.5,poor
10496,5.3,average
10497,4.9,average
10498,9.2,poor
10499,9.9,poor
10500,9,good
10501,6.1,poor
10502,7.2,average
10503,5.8,good
10504,7.3,average
10505,6.6,poor
10506,9,good
10507,9.6,average
10508,6,average
10509,9.9,good
10510,9.1,average
10511,8.9,poor
10512,9.8,good
10513,5.4,poor
10514,7.2,poor
10515,9.8,poor
10516,7.4,poor
10517,4.1,average
10518,8.8,good
10519,9.5,average
10520,7.1,average
10521,8.8,good
10522,6.1,poor
10523,9.6,average
10524,4.1,poor
10525,6.4,poor
10526,6.7,average
10527,8.5,good
10528,5.3,good
10529,4.4,average
10530,9.2,good
10531,5.7,good
10532,7.9,good
10533,8,poor
10534,9.8,poor
10535,9.7,poor
10536,4.2,good
10537,4.8,poor
10538,5,poor
10539,8.5,average
10540,7.9,poor
10541,5.6,poor
10542,7.3,poor
10543,8,poor
10544,5.9,poor
10545,7.7,average
10546,5,poor
10547,7.6,poor
10548,8.5,average
10549,8.2,average
10550,4.5,poor
10551,5.7,poor
10552,9.7,good
10553,5.7,good
10554,4.6,good
10555,5.6,good
10556,7.9,poor
10557,9.9,average
10558,8.9,average
10559,7.9,poor
10560,7,average
10561,4.1,good
10562,6.6,average
10563,5.7,average
10564,5.5,average
10565,6.1,poor
10566,9.6,poor
10567,6.5,average
10568,5.5,average
10569,7.8,good
10570,8.7,average
10571,4.7,poor
10572,7.1,average
10573,8.8,average
10574,5.4,good
10575,7.3,good
10576,4.1,good
10577,6.1,poor
10578,6.8,average
10579,7.1,average
10580,8.1,average
10581,8.9,average
10582,8.3,average
10583,4.1,average
10584,5.7,average
10585,9.4,poor
10586,8.7,good
10587,9.6,poor
10588,6.3,average
10589,9.1,average
10590,7.4,good
10591,7.1,poor
10592,9.8,good
10593,6.9,poor
10594,7.4,poor
10595,8.3,average
10596,8.2,average
10597,5.4,poor
10598,5.7,average
10599,4.3,average
10600,6.6,poor
10601,7.6,good
10602,6.2,poor
10603,7.4,good
10604,4.5,average
10605,6.9,poor
10606,7.7,good
10607,8.2,average
10608,7.6,good
10609,6.2,average
10610,9.3,average
10611,9,good
10612,9.9,poor
10613,4.1,poor
10614,4.4,good
10615,8,poor
10616,7.3,average
10617,5.8,poor
10618,4.4,good
10619,4.3,good
10620,8.6,poor
10621,6.7,average
10622,7.4,good
10623,5.8,average
10624,5.3,poor
10625,8,average
10626,4.7,good
10627,9.7,poor
10628,5.9,good
10629,9.1,poor
10630,7.1,average
10631,9.1,average
10632,8.9,average
10633,9.1,good
10634,5.7,average
10635,5,average
10636,8.2,good
10637,5.8,poor
10638,5.9,good
10639,5.4,good
10640,8.6,poor
10641,9,average
10642,4.1,poor
10643,9.6,poor
10644,8.4,average
10645,5.3,poor
10646,8.2,average
10647,7.4,average
10648,9.5,poor
10649,8.2,average
10650,6.6,average
10651,4.9,poor
10652,8.8,good
10653,9.8,average
10654,8.8,average
10655,8.3,poor
10656,9.4,average
10657,8.3,good
10658,9.8,average
10659,6.8,poor
10660,8.4,average
10661,7.5,average
10662,4.8,poor
10663,5.5,poor
10664,6.2,poor
10665,5.4,average
10666,4.5,good
10667,4.1,poor
10668,6.3,good
10669,5,poor
10670,9.9,average
10671,6.9,poor
10672,9,good
10673,6.9,average
10674,6.7,poor
10675,8.4,average
10676,9.4,poor
10677,5.9,poor
10678,6.1,average
10679,8.8,good
10680,5.4,poor
10681,9.9,average
10682,8.6,poor
10683,6.3,good
10684,4.8,average
10685,8.4,average
10686,6.6,poor
10687,7.8,good
10688,4.7,poor
10689,4.3,average
10690,5.4,poor
10691,6.3,good
10692,5.4,average
10693,5.8,good
10694,8.9,good
10695,4.5,average
10696,7.2,good
10697,6.3,good
10698,6,average
10699,7,good
10700,9.6,poor
10701,8.5,poor
10702,7.9,average
10703,9.7,poor
10704,6.2,average
10705,8.5,good
10706,5,poor
10707,4.4,average
10708,7.2,good
10709,8.5,good
10710,8,average
10711,6.2,average
10712,9.5,good
10713,6.1,good
10714,6.4,poor
10715,4.9,poor
10716,9.5,poor
10717,4.5,average
10718,8.2,good
10719,5.7,good
10720,6.2,average
10721,5.4,good
10722,6.2,poor
10723,6.2,average
10724,8.8,average
10725,9.7,poor
10726,4.6,good
10727,5.1,average
10728,9,poor
10729,8.6,good
10730,7.7,average
10731,5.8,average
10732,5.3,poor
10733,9.7,good
10734,5.5,good
10735,5.7,good
10736,6,average
10737,8.1,average
10738,7.3,poor
10739,8.4,good
10740,7.7,poor
10741,8.5,average
10742,9.2,good
10743,7.3,average
10744,5.5,average
10745,6.4,average
10746,4.9,good
10747,9.5,good
10748,6.6,average
10749,9,average
10750,9.6,average
10751,6.2,poor
10752,4.8,poor
10753,8.7,poor
10754,7.6,good
10755,8.5,average
10756,6.3,good
10757,4.1,average
10758,8.8,poor
10759,9.6,average
10760,9.2,poor
10761,8.6,poor
10762,5.9,average
10763,5.7,good
10764,5.9,good
10765,7.7,poor
10766,8.4,good
10767,6.6,average
10768,6.8,poor
10769,7.5,average
10770,5.4,good
10771,9.8,average
10772,5.7,good
10773,9.9,average
10774,4.6,average
10775,7.4,average
10776,9.1,average
10777,4.6,average
10778,7.6,average
10779,4.7,poor
10780,5.2,average
10781,4.8,average
10782,6.2,poor
10783,5.6,poor
10784,9.5,average
10785,9.9,average
10786,5.7,good
10787,8.7,poor
10788,8.7,average
10789,6,poor
10790,5.4,average
10791,8.6,good
10792,5.9,good
10793,4.1,average
10794,6,good
10795,8,good
10796,5.7,poor
10797,5.8,poor
10798,5,good
10799,5.4,average
10800,8.3,average
10801,8.3,good
10802,9.2,average
10803,6.9,average
10804,6.9,good
10805,6.8,poor
10806,5.8,good
10807,9.8,average
10808,4.5,poor
10809,8.4,poor
10810,6.9,good
10811,9.5,good
10812,4.3,good
10813,8.1,good
10814,6.6,poor
10815,4.1,poor
10816,6.5,good
10817,6.7,good
10818,8.4,good
10819,7.9,good
10820,8.3,average
10821,8.4,average
10822,7.3,poor
10823,8.2,good
10824,7.2,poor
10825,7.2,good
10826,9.4,average
10827,4.2,average
10828,9.5,poor
10829,9.4,good
10830,8.3,poor
10831,9,poor
10832,4.2,average
10833,7.3,good
10834,6.3,average
10835,7.7,good
10836,5.9,poor
10837,8.3,poor
10838,7.2,good
10839,4.5,poor
10840,8.5,average
10841,6,poor
10842,8.6,average
10843,8,average
10844,9.6,poor
10845,8.4,poor
10846,5.2,good
10847,5.6,average
10848,9.5,poor
10849,5.5,average
10850,7.3,good
10851,8.1,average
10852,4.6,poor
10853,5,good
10854,7.7,good
10855,7.3,good
10856,4.2,poor
10857,8.3,good
10858,4.4,poor
10859,8.5,poor
10860,5.1,poor
10861,7.2,poor
10862,7.8,average
10863,5.6,good
10864,6.3,poor
10865,7.3,average
10866,8.9,poor
10867,7.7,poor
10868,5.9,good
10869,6.3,good
10870,7.6,average
10871,7.2,average
10872,9.8,average
10873,7.3,poor
10874,5.8,poor
10875,9.8,poor
10876,9.9,poor
10877,5.6,average
10878,7.9,average
10879,4.1,average
10880,9.8,good
10881,9.4,average
10882,5.7,poor
10883,4.2,poor
10884,5.1,poor
10885,9.4,poor
10886,7.3,good
10887,6.9,poor
10888,8.5,good
10889,7.2,average
10890,8.7,average
10891,8.9,good
10892,5.5,average
10893,7.2,average
10894,6.8,average
10895,8.1,poor
10896,6.5,poor
10897,6.3,average
10898,9.3,average
10899,8.8,poor
10900,9.8,poor
10901,4.7,average
10902,6.7,poor
10903,8.9,average
10904,8.5,average
10905,6.7,poor
10906,6.4,poor
10907,7.9,average
10908,8.4,poor
10909,8.7,average
10910,5,poor
10911,6.7,good
10912,7.8,good
10913,8.7,good
10914,4.4,poor
10915,7.9,poor
10916,4.7,poor
10917,6.3,poor
10918,5.4,good
10919,4.6,poor
10920,5,average
10921,7.6,poor
10922,7.1,poor
10923,9.3,poor
10924,5.4,good
10925,4.5,poor
10926,6.5,average
10927,8.6,good
10928,4.6,poor
10929,4.1,average
10930,8.4,average
10931,4.5,poor
10932,6.2,poor
10933,6.1,good
10934,4.1,poor
10935,9.9,average
10936,7.7,good
10937,5.5,poor
10938,6.3,good
10939,8,poor
10940,8.7,average
10941,6.4,poor
10942,7.3,poor
10943,6,average
10944,4.1,poor
10945,5.5,average
10946,7.1,good
10947,5.7,average
10948,4.6,good
10949,9.4,poor
10950,8.3,good
10951,9.2,average
10952,6.3,poor
10953,8.3,average
10954,7.8,poor
10955,6.1,good
10956,6,poor
10957,7.5,average
10958,4.1,good
10959,4.5,poor
10960,7.9,poor
10961,8.7,poor
10962,4.4,average
10963,6.8,good
10964,8.4,average
10965,6.4,poor
10966,4.7,good
10967,7.9,good
10968,9.6,poor
10969,9.4,good
10970,9.2,average
10971,9.8,good
10972,8.9,good
10973,5.6,average
10974,9.1,average
10975,8.7,poor
10976,8.3,good
10977,9.2,poor
10978,4.1,average
10979,7.1,good
10980,8.7,poor
10981,5.9,poor
10982,5.1,average
10983,4.8,good
10984,7.6,good
10985,7.1,good
10986,6.3,poor
10987,9.5,good
10988,8.4,average
10989,7.2,poor
10990,8.7,poor
10991,6.3,good
10992,6.9,good
10993,9.2,average
10994,9,good
10995,7.9,poor
10996,6.6,average
10997,8.6,poor
10998,8.5,average
10999,6.3,poor
11000,6,good
11001,8.9,good
11002,9.1,good
11003,4.9,good
11004,8.9,average
11005,6.9,average
11006,6.6,good
11007,6,good
11008,6.2,average
11009,8.8,poor
11010,7.9,poor
11011,6.3,good
11012,8,good
11013,6.8,average
11014,6.9,good
11015,9.7,poor
11016,7.1,good
11017,8.3,good
11018,7.9,good
11019,8,average
11020,7.7,poor
11021,5.8,good
11022,9.6,good
11023,5.6,good
11024,8.1,average
11025,7.3,poor
11026,6.8,poor
11027,5.3,poor
11028,8.3,average
11029,4.4,average
11030,9.2,poor
11031,8.7,good
11032,8.5,poor
11033,4.2,poor
11034,9.9,poor
11035,4.6,poor
11036,6.1,good
11037,6.9,good
11038,9.5,good
11039,8.4,good
11040,5.8,good
11041,8.3,poor
11042,5.2,poor
11043,7,poor
11044,4.9,good
11045,4.8,average
11046,9.6,poor
11047,8,average
11048,4.6,poor
11049,6.4,good
11050,9.2,good
11051,5.6,poor
11052,9,poor
11053,4.4,average
11054,5.6,good
11055,7.6,good
11056,6.5,average
11057,8.6,good
11058,8.9,average
11059,4.4,poor
11060,6,good
11061,9.4,average
11062,7.8,average
11063,6,good
11064,7.5,poor
11065,5.2,poor
11066,9.8,average
11067,8.8,average
11068,6,poor
11069,6.4,good
11070,8.6,good
11071,7.7,poor
11072,7.3,average
11073,5.2,good
11074,7.4,average
11075,9.6,average
11076,6.2,average
11077,8.3,poor
11078,4.1,good
11079,8.7,average
11080,8.2,good
11081,4.5,good
11082,9.7,average
11083,9.9,good
11084,8.1,average
11085,8.2,average
11086,7,average
11087,4.1,average
11088,7.2,good
11089,9.4,good
11090,7.7,good
11091,9.8,average
11092,9.6,good
11093,5.6,good
11094,8.3,good
11095,8.2,average
11096,9.9,good
11097,6.1,average
11098,4.6,average
11099,4.5,average
11100,7.1,average
11101,8.8,average
11102,7.3,average
11103,9.9,average
11104,9,average
11105,9.8,poor
11106,4.6,good
11107,4.6,poor
11108,9.6,good
11109,6.1,good
11110,4.4,average
11111,5.7,good
11112,4.8,good
11113,8.8,poor
11114,9.7,average
11115,8.8,poor
11116,4.7,good
11117,8.4,good
11118,4.1,poor
11119,5.8,good
11120,4.7,average
11121,9.2,poor
11122,5.8,good
11123,9.5,average
11124,4.1,good
11125,6.9,poor
11126,9.6,average
11127,5.6,average
11128,7.3,poor
11129,5.7,good
11130,4.7,poor
11131,9.2,poor
11132,5,average
11133,7.3,average
11134,7.3,good
11135,4.1,good
11136,9.2,average
11137,4.5,good
11138,6.1,good
11139,5.5,poor
11140,4.7,average
11141,6.8,good
11142,8.9,good
11143,9.7,good
11144,4.1,good
11145,9.9,good
11146,8.1,average
11147,6.4,good
11148,7,good
11149,6.6,poor
11150,5.5,good
11151,9.5,average
11152,4.5,poor
11153,6.8,average
11154,9.2,poor
11155,6.4,poor
11156,5.6,good
11157,6.4,poor
11158,9.6,poor
11159,7.7,poor
11160,4.9,poor
11161,8.6,average
11162,4.1,average
11163,5.1,poor
11164,7.7,good
11165,4.5,average
11166,4.2,poor
11167,7.7,poor
11168,9.9,good
11169,4.7,poor
11170,9.9,poor
11171,7,poor
11172,8.9,good
11173,7.7,poor
11174,6.3,poor
11175,4.8,good
11176,7.8,poor
11177,9.7,poor
11178,5.8,poor
11179,6.7,good
11180,6.8,good
11181,4.7,poor
11182,4.1,poor
11183,9.4,average
11184,8.3,average
11185,9.9,average
11186,9.5,good
11187,9.5,average
11188,5,poor
11189,7.2,average
11190,6.4,average
11191,7.8,poor
11192,8.9,poor
11193,9.9,poor
11194,4.5,average
11195,8.3,good
11196,8.6,good
11197,8.8,good
11198,5.6,good
11199,4.9,good
11200,6.3,poor
11201,6.5,poor
11202,8.8,poor
11203,9.9,good
11204,9.2,poor
11205,5.5,poor
11206,6.6,average
11207,8.9,average
11208,6.5,average
11209,4.7,average
11210,6.9,poor
11211,8.4,average
11212,8.7,average
11213,8.6,poor
11214,5.3,poor
11215,7.2,poor
11216,4.9,poor
11217,4.6,average
11218,9.1,poor
11219,5.6,poor
11220,8.3,average
11221,8.5,good
11222,5.3,poor
11223,4.3,poor
11224,6,poor
11225,7,good
11226,6.2,good
11227,5.8,average
11228,4.2,poor
11229,7.4,poor
11230,6.8,poor
11231,9.4,average
11232,4.8,average
11233,7,poor
11234,7.2,poor
11235,7,poor
11236,4.4,poor
11237,5,average
11238,4.2,good
11239,5.3,average
11240,6.9,poor
11241,8.5,good
11242,6.1,poor
11243,6,average
11244,6.7,poor
11245,7.6,average
11246,8,average
11247,6.2,good
11248,5.5,good
11249,7.1,good
11250,7.9,poor
11251,5.7,poor
11252,4.3,average
11253,9,poor
11254,9.4,good
11255,8.2,good
11256,8.7,poor
11257,9.9,poor
11258,5.2,average
11259,5.2,poor
11260,7.8,poor
11261,9.9,good
11262,7.5,poor
11263,9.6,good
11264,9.7,good
11265,9.1,average
11266,7.4,poor
11267,8.2,poor
11268,8,good
11269,7,average
11270,4.9,average
11271,4.4,good
11272,4.1,poor
11273,7.3,poor
11274,6.4,average
11275,4.6,average
11276,8.5,poor
11277,7.7,average
11278,6.8,poor
11279,9.7,good
11280,6.5,average
11281,7,poor
11282,9.3,good
11283,9.5,poor
11284,7.5,poor
11285,7.1,poor
11286,5,poor
11287,4.1,good
11288,9,poor
11289,6,poor
11290,9.4,average
11291,7.1,average
11292,5.6,average
11293,4.5,good
11294,6.7,average
11295,9.9,good
11296,8.4,poor
11297,6.9,average
11298,4.5,poor
11299,6.9,good
11300,5,average
11301,6.9,average
11302,5,good
11303,4.2,good
11304,9.7,average
11305,8.4,good
11306,9.4,average
11307,5.5,average
11308,7.1,average
11309,6.5,good
11310,5.8,poor
11311,7.1,poor
11312,9.9,good
11313,6.3,poor
11314,5.7,poor
11315,4.2,good
11316,4.2,good
11317,7,good
11318,7.7,average
11319,8.9,good
11320,6,average
11321,8,good
11322,4.1,poor
11323,4.3,good
11324,9,good
11325,5.1,good
11326,8.5,good
11327,8.9,poor
11328,9.8,good
11329,5.2,good
11330,9,poor
11331,5.4,average
11332,5.1,poor
11333,7.7,poor
11334,4.9,good
11335,8,good
11336,8.7,poor
11337,9.2,average
11338,4.7,good
11339,4.6,poor
11340,7.3,poor
11341,8,average
11342,8.5,average
11343,4.8,average
11344,8.2,good
11345,7.4,average
11346,5.4,average
11347,5.5,poor
11348,9.8,average
11349,8.7,poor
11350,5.5,average
11351,4.8,poor
11352,8.5,poor
11353,5.8,average
11354,4.1,good
11355,7.9,average
11356,7.1,good
11357,5.2,good
11358,9.5,good
11359,8.5,poor
11360,5.3,good
11361,9.9,poor
11362,6.1,poor
11363,5.5,average
11364,4.6,poor
11365,7.9,poor
11366,7.6,poor
11367,6.7,good
11368,6.7,poor
11369,7.2,average
11370,4.5,good
11371,6.8,good
11372,9.5,average
11373,9,poor
11374,7.9,good
11375,9.5,poor
11376,9.9,poor
11377,8.3,poor
11378,4.7,average
11379,4.3,poor
11380,8.7,poor
11381,7.5,good
11382,7.5,good
11383,7.3,average
11384,4.3,poor
11385,4.5,average
11386,5.4,poor
11387,7.7,poor
11388,7.3,poor
11389,4.1,poor
11390,6.4,average
11391,4.9,good
11392,6.1,average
11393,7,average
11394,6.7,average
11395,8.8,average
11396,4.5,good
11397,5.3,poor
11398,7,poor
11399,8.5,average
11400,9.3,average
11401,6.9,average
11402,9.5,poor
11403,7.6,good
11404,9,average
11405,6.2,good
11406,5.8,poor
11407,8.5,good
11408,7.3,average
11409,7.4,poor
11410,8.7,average
11411,8,good
11412,5.4,good
11413,4.8,good
11414,4.1,poor
11415,8.4,average
11416,7.3,poor
11417,6.2,poor
11418,4.7,average
11419,5.2,average
11420,7.9,good
11421,4.9,good
11422,7.3,good
11423,6.6,poor
11424,8.1,poor
11425,9,poor
11426,9.5,good
11427,9.7,poor
11428,6.8,poor
11429,8.2,average
11430,7.9,good
11431,7.1,poor
11432,7.5,poor
11433,8.6,good
11434,9.1,poor
11435,5.4,average
11436,4.5,poor
11437,5.3,good
11438,8.8,poor
11439,7.4,good
11440,7.9,poor
11441,8.5,average
11442,5.2,good
11443,8.1,good
11444,5,average
11445,7.3,average
11446,4.8,average
11447,5.5,poor
11448,7.6,poor
11449,9.7,poor
11450,6.3,poor
11451,7.8,poor
11452,9.1,poor
11453,5.8,average
11454,9.2,average
11455,8.1,good
11456,5.4,average
11457,6.8,poor
11458,8.8,average
11459,6.8,good
11460,8.2,good
11461,5.6,good
11462,5.5,good
11463,8.7,good
11464,6.7,good
11465,8.1,poor
11466,9.9,poor
11467,9.9,good
11468,6.9,poor
11469,7.4,poor
11470,5.9,average
11471,7.6,poor
11472,9,average
11473,5,average
11474,4.4,poor
11475,6.6,good
11476,7,good
11477,4.2,poor
11478,6.2,poor
11479,4.9,average
11480,9.9,poor
11481,7.7,average
11482,7.8,good
11483,4.1,average
11484,4.4,good
11485,6,good
11486,4.8,good
11487,4.5,good
11488,5.8,good
11489,9.7,good
11490,9.6,poor
11491,7.4,poor
11492,6.9,average
11493,6.2,poor
11494,9.9,good
11495,5.3,average
11496,6,average
11497,7.8,poor
11498,8.4,poor
11499,4.1,poor
11500,5.4,poor
11501,5,good
11502,4.5,average
11503,8.5,good
11504,7.8,good
11505,8,poor
11506,5.5,average
11507,9.9,poor
11508,9.7,average
11509,6.6,average
11510,5,average
11511,5.5,poor
11512,7.2,average
11513,8.4,poor
11514,4.5,good
11515,9.1,good
11516,5.4,poor
11517,9.1,poor
11518,7.4,average
11519,7.2,average
11520,5.2,good
11521,7.6,good
11522,6.9,average
11523,7.5,good
11524,9.6,average
11525,5.2,poor
11526,8.6,average
11527,7.6,average
11528,9.9,good
11529,5.7,poor
11530,9.3,average
11531,5.2,poor
11532,8,good
11533,8,average
11534,6.8,poor
11535,6.4,good
11536,9.8,poor
11537,8.4,average
11538,8.6,average
11539,8.6,average
11540,5.8,average
11541,5,average
11542,5,poor
11543,7.6,good
11544,6.7,poor
11545,6,average
11546,5,average
11547,5.5,poor
11548,5.8,average
11549,7.8,good
11550,7.8,good
11551,8.3,poor
11552,8.5,average
11553,8.3,poor
11554,4.4,good
11555,7.8,good
11556,9.4,good
11557,9.9,good
11558,4.2,poor
11559,6.5,good
11560,5.6,good
11561,5.2,good
11562,8,poor
11563,6.4,average
11564,8.8,average
11565,8.1,average
11566,6.1,poor
11567,5,average
11568,4.6,average
11569,6,poor
11570,6.4,average
11571,4.6,average
11572,6.9,average
11573,8.8,good
11574,5.7,average
11575,4.5,good
11576,9.5,average
11577,5.9,average
11578,6,good
11579,4.6,poor
11580,7.7,good
11581,8.2,good
11582,5.6,average
11583,6.2,average
11584,9.7,good
11585,7.4,good
11586,8.8,average
11587,6.1,good
11588,5.9,average
11589,4.9,poor
11590,5.3,poor
11591,6.9,poor
11592,5.6,good
11593,5.8,good
11594,7.4,poor
11595,8.5,poor
11596,9.9,average
11597,4.4,average
11598,6.3,good
11599,6.2,average
11600,5.6,average
11601,4.7,poor
11602,5.4,poor
11603,5.8,average
11604,7.1,average
11605,4.2,average
11606,7,good
11607,9.7,poor
11608,8.8,good
11609,7.9,average
11610,7,poor
11611,6.6,good
11612,5.7,good
11613,7.6,average
11614,6.9,average
11615,8.7,average
11616,5.9,average
11617,5.5,good
11618,8.6,poor
11619,7.3,good
11620,8.6,average
11621,8.9,good
11622,7.5,poor
11623,7,poor
11624,9.8,good
11625,9.1,poor
11626,8.1,average
11627,7.4,poor
11628,4.9,average
11629,4.1,average
11630,8.6,good
11631,5,good
11632,7.3,average
11633,7.6,average
11634,8.1,poor
11635,7.1,good
11636,8.8,poor
11637,6.3,good
11638,4.5,average
11639,9.2,poor
11640,4.6,average
11641,7.3,poor
11642,4.2,poor
11643,7.7,good
11644,6,poor
11645,7.8,good
11646,6.6,poor
11647,9.6,good
11648,5.5,average
11649,5.8,poor
11650,6.2,good
11651,4.5,average
11652,9.2,poor
11653,4.6,average
11654,5.2,poor
11655,4.8,good
11656,4.8,poor
11657,6.4,poor
11658,5.1,average
11659,9.3,good
11660,9.6,poor
11661,5.1,average
11662,5.3,poor
11663,5.8,average
11664,7.2,good
11665,6.9,average
11666,6.3,average
11667,5.6,average
11668,9.1,good
11669,6.9,poor
11670,4.7,good
11671,8.6,good
11672,5.9,poor
11673,8.8,poor
11674,8.4,average
11675,4.7,average
11676,6,poor
11677,7.8,poor
11678,8.5,poor
11679,6.6,average
11680,7.4,average
11681,4.5,poor
11682,4.1,good
11683,5.4,average
11684,7,good
11685,7.3,good
11686,4.3,poor
11687,9.6,poor
11688,4.8,average
11689,9.2,poor
11690,9.7,good
11691,6.9,poor
11692,8.9,good
11693,7.3,poor
11694,4.5,poor
11695,5,good
11696,7,average
11697,6,good
11698,8.4,good
11699,5.8,poor
11700,4.4,good
11701,8.8,good
11702,7.4,poor
11703,7.4,good
11704,6.2,poor
11705,6.8,good
11706,4.7,average
11707,8.3,average
11708,4.8,average
11709,8.8,good
11710,6.6,average
11711,4.2,average
11712,9.5,poor
11713,9.3,poor
11714,4.6,average
11715,4.3,poor
11716,5.7,poor
11717,6.4,good
11718,7.3,poor
11719,8.1,average
11720,9.9,good
11721,7.4,average
11722,7.4,poor
11723,9.7,poor
11724,6.2,average
11725,9.7,average
11726,6.1,average
11727,8.4,average
11728,8.3,average
11729,9.1,average
11730,5.1,good
11731,7.1,good
11732,4.1,average
11733,9.2,good
11734,5.5,average
11735,9.2,good
11736,7,average
11737,8,average
11738,5.4,average
11739,7.3,average
11740,8.6,good
11741,8.1,poor
11742,8,good
11743,7.9,average
11744,4.2,good
11745,4.2,good
11746,9.3,good
11747,7.6,poor
11748,8.6,average
11749,8.7,good
11750,9.1,average
11751,9,poor
11752,5.2,average
11753,7.5,good
11754,7,poor
11755,8.4,average
11756,9.4,good
11757,9.3,average
11758,4.9,good
11759,8.1,poor
11760,5,good
11761,7.6,poor
11762,5.4,good
11763,4.1,poor
11764,4.3,good
11765,6.9,good
11766,5.9,poor
11767,9.6,good
11768,5.4,good
11769,9.3,poor
11770,7.9,poor
11771,6.9,good
11772,5.3,average
11773,4.1,average
11774,6.6,average
11775,6.6,average
11776,5.3,poor
11777,8.3,average
11778,7.9,good
11779,5.9,average
11780,9.6,average
11781,8.9,poor
11782,7.3,good
11783,8.9,poor
11784,9,average
11785,6.9,average
11786,9.8,good
11787,7.9,average
11788,4.2,poor
11789,6.7,poor
11790,8.7,good
11791,6.6,poor
11792,9.4,good
11793,8.7,poor
11794,7.3,good
11795,6.1,poor
11796,5,average
11797,9.7,average
11798,5.8,good
11799,5.5,average
11800,6.8,poor
11801,7,average
11802,9.9,good
11803,4.6,poor
11804,9.2,average
11805,4.8,poor
11806,6.9,poor
11807,9.2,poor
11808,8.8,average
11809,9.9,good
11810,7.7,average
11811,8.5,good
11812,9.7,poor
11813,6.5,good
11814,6.5,poor
11815,7.8,average
11816,9,poor
11817,5.6,good
11818,8.6,good
11819,8.9,average
11820,7.5,poor
11821,5.3,good
11822,8.8,average
11823,9.5,average
11824,6.1,poor
11825,5.1,good
11826,9.6,average
11827,4.2,poor
11828,9.5,good
11829,6.5,good
11830,8,average
11831,6.1,poor
11832,5.9,average
11833,4.7,average
11834,7.6,poor
11835,8.3,good
11836,4.8,average
11837,8.7,average
11838,5.4,poor
11839,6.1,average
11840,4.7,average
11841,8.7,good
11842,5,poor
11843,5.5,average
11844,4.6,average
11845,9.6,good
11846,8,poor
11847,8.1,good
11848,9.8,poor
11849,6.6,average
11850,7.1,average
11851,5.1,average
11852,7,poor
11853,8.1,good
11854,5.2,average
11855,4.3,poor
11856,5.5,good
11857,4.5,good
11858,8.8,poor
11859,9.3,good
11860,5.7,good
11861,5.5,good
11862,8,average
11863,8.7,good
11864,8.2,good
11865,7.6,average
11866,6.1,good
11867,8,poor
11868,7.9,good
11869,5.3,poor
11870,4.2,good
11871,7.9,average
11872,5.9,average
11873,4.2,good
11874,4.1,average
11875,4.9,good
11876,4.5,good
11877,8.2,average
11878,9.6,poor
11879,4.8,poor
11880,8.1,good
11881,7.1,poor
